team_name,owner,position,original_name,standardized_rider,points
LottoKopecky,AdrienDebray,5,MatejMohoroc,rider/matej-mohoric,840
LottoKopecky,AdrienDebray,6,JonathanMilan,rider/jonathan-milan,670
LottoKopecky,AdrienDebray,7,TEUNSDylan,rider/dylan-teuns,509
LottoKopecky,AdrienDebray,8,SkjelmoseJENSENMattias,rider/mattias-skjelmose-jensen,390
LottoKopecky,AdrienDebray,9,TEUTENBERGTimTorn,rider/tim-torn-teutenberg,341
LottoKopecky,AdrienDebray,10,ScaroniChristian,rider/christian-scaroni,290
LottoKopecky,AdrienDebray,11,LAFAYVictor,rider/victor-lafay,5
LottoKopecky,AdrienDebray,12,FlorianVermeersch,rider/florian-vermeersch,0
UltimoKilometrooo,VictorHanquet,1,BENOOTTiesj,rider/tiesj-benoot,1189
UltimoKilometrooo,VictorHanquet,2,VANDERPOELMathieu,rider/mathieu-van-der-poel,3785
UltimoKilometrooo,VictorHanquet,3,LAPORTEChristophe,rider/christophe-laporte,1231
UltimoKilometrooo,VictorHanquet,4,THIJSSENGerben,rider/gerben-thijssen,833
UltimoKilometrooo,VictorHanquet,5,GREGOIRERomain,rider/romain-gregoire1,876
UltimoKilometrooo,VictorHanquet,6,VANBAARLEDylan,rider/dylan-van-baarle,20
UltimoKilometrooo,VictorHanquet,7,WRENSKJOLDSren,,518
UltimoKilometrooo,VictorHanquet,8,VANAERTWout,rider/wout-van-aert,1025
UltimoKilometrooo,VictorHanquet,9,VACEKMathias,rider/mathias-vacek,460
UltimoKilometrooo,VictorHanquet,10,HERMANSQuinten,rider/quinten-hermans,244
UltimoKilometrooo,VictorHanquet,11,JORGENSONMatteo,rider/matteo-jorgenson,797
UltimoKilometrooo,VictorHanquet,12,SenechalFlorian,rider/florian-senechal,18
ChurchillsChoppers,JackChurchill,1,SamuelWatson,rider/samuel-watson,40
ChurchillsChoppers,JackChurchill,2,TadejPogacar,rider/tadej-pogacar,4270
ChurchillsChoppers,JackChurchill,3,MadisMihkels,rider/madis-mihkels,501
ChurchillsChoppers,JackChurchill,4,ThibauNys,rider/thibau-nys,260
ChurchillsChoppers,JackChurchill,5,ChristianScaroni,rider/christian-scaroni,290
ChurchillsChoppers,JackChurchill,6,TacovanderHoorn,rider/taco-van-der-hoorn,105
ChurchillsChoppers,JackChurchill,7,MathieuVanDerPoel,rider/mathieu-van-der-poel,3785
ChurchillsChoppers,JackChurchill,8,MathiasVacek,rider/mathias-vacek,460
ChurchillsChoppers,JackChurchill,9,BenTurner,rider/ben-turner,61
ChurchillsChoppers,JackChurchill,10,Woutvanaert,rider/wout-van-aert,1025
ChurchillsChoppers,JackChurchill,11,AxelLaurance,rider/axel-laurance,89
ChurchillsChoppers,JackChurchill,12,SamWelsford,rider/sam-welsford,72
Auboulotlescuisses,Fabrice,1,VANGILSMaxim,rider/maxim-van-gils,2352
Auboulotlescuisses,Fabrice,2,POLITTNils,rider/nils-politt,1494.33
Auboulotlescuisses,Fabrice,3,PIDCOCKThomas,rider/thomas-pidcock,1344
Auboulotlescuisses,Fabrice,4,BETTIOLAlberto,rider/alberto-bettiol,1051
Auboulotlescuisses,Fabrice,5,VANAERTWout,rider/wout-van-aert,1025
Auboulotlescuisses,Fabrice,6,WELLENSTim,rider/tim-wellens,997
Auboulotlescuisses,Fabrice,7,MILANJonathan,rider/jonathan-milan,670
Auboulotlescuisses,Fabrice,8,AYUSOPESQUERAJuan,rider/juan-ayuso-pesquera,550
Auboulotlescuisses,Fabrice,9,TEUNSDylan,rider/dylan-teuns,509
Auboulotlescuisses,Fabrice,10,WILLIAMSStephen,rider/stephen-williams,475
Auboulotlescuisses,Fabrice,11,DEMAREArnaud,rider/arnaud-demare,364
Auboulotlescuisses,Fabrice,12,HERZOGEmil,rider/emil-herzog,87
MadewithClaudeAI,Antoine,1,TadejPogacar,rider/tadej-pogacar,4270
MadewithClaudeAI,Antoine,2,WoutvanAert,rider/wout-van-aert,1025
MadewithClaudeAI,Antoine,3,MatejMohoric,rider/matej-mohoric,840
MadewithClaudeAI,Antoine,4,MatteoJorgenson,rider/matteo-jorgenson,797
MadewithClaudeAI,Antoine,5,JasperStuyven,rider/jasper-stuyven,713
MadewithClaudeAI,Antoine,6,KasperAsgreen,rider/kasper-asgreen,323
MadewithClaudeAI,Antoine,7,ThibauNys,rider/thibau-nys,260
MadewithClaudeAI,Antoine,8,JuanAyuso,rider/juan-ayuso-pesquera,550
MadewithClaudeAI,Antoine,9,TimWellens,rider/tim-wellens,997
MadewithClaudeAI,Antoine,10,MadisMihkels,rider/madis-mihkels,501
MadewithClaudeAI,Antoine,11,MattiasSkjelmoseJensen,rider/mattias-skjelmose-jensen,390
MadewithClaudeAI,Antoine,12,Valgren,rider/michael-valgren-andersen,164
